t,avg,var
95,50.6132,7.92647e-28
95,50.6132,7.92647e-28
95,50.6132,7.92647e-28
95,50.6132,7.92647e-28
95,50.6132,7.92647e-28
95,50.6132,7.92647e-28
95,50.6132,7.92647e-28
95,50.6132,7.92647e-28
95,50.6132,7.92647e-28
95,50.6132,7.92647e-28
96,50.6132,7.92647e-28
96,50.6132,7.92647e-28
96,50.6132,7.92647e-28
96,50.6132,7.92647e-28
96,50.6132,7.92647e-28
96,50.6132,7.92647e-28
96,50.6132,7.92647e-28
96,50.6132,7.92647e-28
96,50.6132,7.92647e-28
96,50.6132,7.92647e-28
97,50.6132,7.92647e-28
97,50.6132,7.92647e-28
97,50.6132,7.92647e-28
97,50.6132,7.92647e-28
97,50.6132,7.92647e-28
97,50.6132,7.92647e-28
97,50.6132,7.92647e-28
97,50.6132,7.92647e-28
97,50.6132,7.92647e-28
97,50.6132,7.92647e-28
98,50.6132,7.92647e-28
98,50.6132,7.92647e-28
98,50.6132,7.92647e-28
98,50.6132,7.92647e-28
98,50.6132,7.92647e-28
98,50.6132,7.92647e-28
98,50.6132,7.92647e-28
98,50.6132,7.92647e-28
98,50.6132,7.92647e-28
98,50.6132,7.92647e-28
99,50.6132,7.92647e-28
99,50.6132,7.92647e-28
99,50.6132,7.92647e-28
99,50.6132,7.92647e-28
99,50.6132,7.92647e-28
99,50.6132,7.92647e-28
99,50.6132,7.92647e-28
99,50.6132,7.92647e-28
99,50.6132,7.92647e-28
99,50.6132,7.92647e-28
